iso2c,iso3c,country,year,country_group,is_thailand,gdp_current_usd,gdp_constant_2015_usd,gdp_pc_current_usd,gdp_pc_constant_2015,gdp_ppp_current,gdp_pc_ppp_current,population,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp,manufacturing_pct_gdp,gdp_growth_annual,gdp_pc_growth_annual,region,income,lending
BN,BRN,Brunei Darussalam,2010,ASEAN,FALSE,13707121038.4383,12994552864.5932,34937.5555357155,33121.3178241724,31207137922.799,79542.677943168,392332,0.733349877488411,68.6533507031802,32.5030436816898,1.24945271568671,2.7413643945614075,0.8087377690715547,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2011,ASEAN,FALSE,18524791062.657,13481121714.8966,46382.8274255349,33754.3640783713,33043605255.0477,82735.3914480561,399389,0.572775314042004,73.6724144504971,27.3573206532471,1.2207157101583,3.7444062552485002,1.9112954911983948,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2012,ASEAN,FALSE,19048443340.7732,13604222581.2368,46968.5971164922,33544.5389457877,35387298721.4889,87256.0422369454,405557,0.655156683935105,72.655614353873,28.2803646984425,1.45830406971237,0.9131351896643158,-0.6216237168516048,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2013,ASEAN,FALSE,18094148098.6536,13315162382.5279,44003.0644273461,32381.0739795231,34227281356.8655,83237.1470879654,411202,0.684937439812632,70.022444095261,31.2458789469641,1.14519230625247,-2.1247829266449636,-3.468418415721597,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2014,ASEAN,FALSE,17097797386.0336,12981233119.3701,41026.5084247957,31148.7297405401,33850747356.1201,81225.5485449793,416750,0.862827317122997,67.8496307805484,32.8360352519913,1.5867584699661,-2.5078872759072057,-3.8057546817696575,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2015,ASEAN,FALSE,12930296870.1247,12930296870.1247,30625.1287744656,30625.1287744656,26475996818.4788,62707.8264437741,422212,1.10321250063154,61.3627773605269,39.4304335816622,1.61783260366963,-0.3923837495021565,-1.680970525719494,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2016,ASEAN,FALSE,11400266044.6651,12609894752.9469,26663.2972950602,29492.4145927789,24234121657.4006,56679.5185221407,427564,1.20365462606268,57.2893638536308,42.9760421304837,1.80933265445425,-2.477917718332412,-3.6986430000945036,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2017,ASEAN,FALSE,12128168045.1245,12777445780.0952,28024.3824580252,29524.65912789,26683717606.9096,61657.6802725444,432772,1.08645090330462,59.7205889692852,40.8510759470592,1.76286645967957,1.3287266105781237,0.1093316215587059,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2018,ASEAN,FALSE,13566908391.0895,12784137461.5724,30988.1190267227,29200.1952024222,28522807687.7392,65148.8264035521,437810,1.01764195887903,63.2448184042319,37.3375698653062,2.13432132681769,0.05237104185269459,-1.09895909064468,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2019,ASEAN,FALSE,13469235364.7032,13278735842.9555,30426.5730656528,29996.2407223175,30701487040.9233,69353.6799514849,442680,0.986055130118515,62.5153210994416,38.1775985820028,2.32782262461272,3.8688443617710178,2.726165062859809,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2020,ASEAN,FALSE,12005799653.9835,13429260053.625,26834.3592233943,30015.9588506697,31223413923.1335,69787.9632795717,447404,1.21750283610591,59.1336302400797,41.4503545662141,6.83209906466008,1.133573349524486,0.06573533175284751,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2021,ASEAN,FALSE,14006496617.4458,13215632407.1015,31006.9636289785,29256.1833678343,35346624887.2816,78248.797127611,451721,1.25629022275081,62.7015642235623,37.6286451425038,9.67845059333191,-1.5907626009955433,-2.5312384209190464,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2022,ASEAN,FALSE,16681536466.7183,13000438095.7254,36632.9280952155,28549.1756060465,37250061040.7016,81801.7459224403,455370,1.09616028876241,67.9255854192344,32.5201826668198,11.6258071388694,-1.6283315451515068,-2.416609688620963,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2023,ASEAN,FALSE,15095084656.1634,13147036779.4979,32890.5491812019,28645.9645396284,39025627138.613,85032.6008741995,458949,1.17312222164113,61.7411860091314,38.8386100018623,10.3791339905719,1.127644181627252,0.3390253186904557,East Asia & Pacific,High income,Not classified
BN,BRN,Brunei Darussalam,2024,ASEAN,FALSE,15340808592.48,13679822692.2189,33153.4738913513,29563.8682753082,41589068031.7511,89879.3614980758,462721,1.17447674380916,61.6755225796828,38.9532912607223,10.6553156687942,4.0525170930673315,3.204303818815335,East Asia & Pacific,High income,Not classified
KH,KHM,Cambodia,1960,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,5449966,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1961,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,5571168,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1962,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,5697558,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1963,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,5823010,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1964,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,5946178,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1965,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6072289,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1966,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6201232,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1967,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6332944,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1968,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6467324,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1969,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6604725,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1970,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6639182,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1971,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6620880,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1972,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6673886,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1973,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6739726,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1974,ASEAN,FALSE,NA,NA,NA,NA,NA,NA,6783240,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1975,ASEAN,FALSE,749129748.150633,5104596991.6618,113.825789208758,775.61301310347,NA,NA,6581371,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1976,ASEAN,FALSE,790357254.540309,5104596991.6618,128.827777341533,832.046370021047,NA,NA,6134991,NA,NA,NA,NA,0,7.2759682940039205,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1977,ASEAN,FALSE,716261764.498093,4355425545.40488,126.357117453489,768.349009368511,NA,NA,5668551,NA,NA,NA,NA,-14.676407314439688,-7.655506104897103,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1978,ASEAN,FALSE,766642356.138135,4355425545.40488,147.101573366096,835.709043830217,NA,NA,5211653,NA,NA,NA,NA,0,8.766853817781017,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1979,ASEAN,FALSE,723738502.67823,3796687001.66256,142.221617062037,746.08572413472,NA,NA,5088808,NA,NA,NA,NA,-12.828563774481406,-10.7242251782673,East Asia & Pacific,Lower middle income,IDA
